date,storename,storeid,qty_notes,score
2015-03-01T01:03:00Z,VINDI,VINDI60,3,0.811658443883061
2015-03-01T01:03:00Z,VINDI,VINDI8,4,0.113227729685605
2015-03-01T02:03:00Z,AUTOMERCADO,AM1,2,0.516515164636075
2015-03-01T02:03:00Z,AUTOMERCADO,AM10,3,0.0844060614084204
2015-03-01T02:03:00Z,AUTOMERCADO,AM14,5,0.295610452257097
2015-03-01T02:03:00Z,AUTOMERCADO,AM20,6,0.235691497568041
2015-03-01T02:03:00Z,AUTOMERCADO,AM22,3,-0.521455441291134
2015-03-01T02:03:00Z,AUTOMERCADO,AM30,6,0.300605623982847
2015-03-01T02:03:00Z,AUTOMERCADO,AM38,1,0.517816629260778
2015-03-01T02:03:00Z,AUTOMERCADO,AM5,3,0.139412076212466
2015-03-01T02:03:00Z,AUTOMERCADO,AM7,4,-0.202648318838328
2015-03-01T02:03:00Z,MASXMENOS,MXM12,4,0.520975001854822
2015-03-01T02:03:00Z,MASXMENOS,MXM15,3,0.479747906016807
2015-03-01T02:03:00Z,MASXMENOS,MXM18,1,0.872714851982892
2015-03-01T02:03:00Z,MASXMENOS,MXM24,2,-0.133035697974265
2015-03-01T02:03:00Z,MASXMENOS,MXM36,2,-0.322565936017781
2015-03-01T02:03:00Z,MASXMENOS,MXM4,8,-0.15153185557574
2015-03-01T02:03:00Z,MASXMENOS,MXM46,4,-0.173099059378728
2015-03-01T02:03:00Z,MASXMENOS,MXM9,3,-0.412445615666608
2015-03-01T02:03:00Z,MEGASUPER,MEGASUPER13,4,0.60639505344443
2015-03-01T02:03:00Z,MEGASUPER,MEGASUPER19,3,0.066999524521331
2015-03-01T02:03:00Z,MEGASUPER,MEGASUPER2,5,-0.490860278904438
2015-03-01T02:03:00Z,MEGASUPER,MEGASUPER42,1,0.0955677777528763
2015-03-01T02:03:00Z,MEGASUPER,MEGASUPER50,6,0.25123928890874
2015-03-01T02:03:00Z,MEGASUPER,MEGASUPER62,1,-0.738137053325772
2015-03-01T02:03:00Z,MEGASUPER,MEGASUPER64,3,0.153144661026696
2015-03-01T02:03:00Z,PALI,PALI16,5,-0.218914013728499
2015-03-01T02:03:00Z,PALI,PALI32,3,-0.545561292208731
2015-03-01T02:03:00Z,PALI,PALI54,3,0.274102901729445
2015-03-01T02:03:00Z,PALI,PALI6,5,-0.187102403864264
2015-03-01T02:03:00Z,PALI,PALI66,4,0.145330702420324
2015-03-01T02:03:00Z,VINDI,VINDI11,2,0.358281995169818
2015-03-01T02:03:00Z,VINDI,VINDI17,1,0.726134372875094
2015-03-01T02:03:00Z,VINDI,VINDI60,3,-0.318755520818134
2015-03-01T02:03:00Z,VINDI,VINDI70,4,0.39720456651412
2015-03-01T02:03:00Z,VINDI,VINDI8,3,-0.0584058665360014
2015-03-01T03:03:00Z,AUTOMERCADO,AM1,4,-0.429172187112272
2015-03-01T03:03:00Z,AUTOMERCADO,AM10,5,0.0249224718660116
2015-03-01T03:03:00Z,AUTOMERCADO,AM14,4,0.0890555549412966
2015-03-01T03:03:00Z,AUTOMERCADO,AM20,6,-0.0659262514673173
2015-03-01T03:03:00Z,AUTOMERCADO,AM22,2,-0.0444232514128089
2015-03-01T03:03:00Z,AUTOMERCADO,AM23,1,0.173811134882271
2015-03-01T03:03:00Z,AUTOMERCADO,AM3,4,-0.316319813253358
2015-03-01T03:03:00Z,AUTOMERCADO,AM30,1,-0.127581748180091
2015-03-01T03:03:00Z,AUTOMERCADO,AM38,5,-0.0781912608072162
2015-03-01T03:03:00Z,AUTOMERCADO,AM5,5,0.457434345409274
2015-03-01T03:03:00Z,AUTOMERCADO,AM7,3,-0.195492941886187
2015-03-01T03:03:00Z,MASXMENOS,MXM12,2,0.153326023370028
2015-03-01T03:03:00Z,MASXMENOS,MXM15,1,0.184640203602612
2015-03-01T03:03:00Z,MASXMENOS,MXM18,3,0.281608474130432
2015-03-01T03:03:00Z,MASXMENOS,MXM21,2,-0.163748175371438
2015-03-01T03:03:00Z,MASXMENOS,MXM24,3,-0.694442858919501
2015-03-01T03:03:00Z,MASXMENOS,MXM36,6,-0.19794218071426
2015-03-01T03:03:00Z,MASXMENOS,MXM4,2,-0.173939380794764
2015-03-01T03:03:00Z,MASXMENOS,MXM46,4,-0.0397396590560675
2015-03-01T03:03:00Z,MASXMENOS,MXM9,4,-0.0112193338572979
2015-03-01T03:03:00Z,MEGASUPER,MEGASUPER13,5,-0.0881819117814302
2015-03-01T03:03:00Z,MEGASUPER,MEGASUPER19,3,0.118782076363762
2015-03-01T03:03:00Z,MEGASUPER,MEGASUPER2,4,-0.524875396629795
2015-03-01T03:03:00Z,MEGASUPER,MEGASUPER42,2,0.224390788469464
2015-03-01T03:03:00Z,MEGASUPER,MEGASUPER50,5,0.115732649341226
2015-03-01T03:03:00Z,MEGASUPER,MEGASUPER62,9,-0.174706817915042
2015-03-01T03:03:00Z,MEGASUPER,MEGASUPER64,1,-0.477950760163367
2015-03-01T03:03:00Z,PALI,PALI16,3,0.150138389319181
2015-03-01T03:03:00Z,PALI,PALI32,2,0.103978621773422
2015-03-01T03:03:00Z,PALI,PALI54,6,-0.08288558665663
2015-03-01T03:03:00Z,PALI,PALI6,5,-0.549763777665794
2015-03-01T03:03:00Z,PALI,PALI66,1,0.782992691732943
2015-03-01T03:03:00Z,VINDI,VINDI11,4,0.0891150301322341
2015-03-01T03:03:00Z,VINDI,VINDI17,1,-0.761875225231051
2015-03-01T03:03:00Z,VINDI,VINDI40,3,-0.430852318493028
2015-03-01T03:03:00Z,VINDI,VINDI60,5,0.327420185320079
2015-03-01T03:03:00Z,VINDI,VINDI70,2,0.0862806541845202
2015-03-01T03:03:00Z,VINDI,VINDI8,4,-0.263845458859578
2015-03-01T04:03:00Z,AUTOMERCADO,AM1,1,0.75351289100945
2015-03-01T04:03:00Z,AUTOMERCADO,AM14,1,-0.404676640406251
2015-03-01T04:03:00Z,AUTOMERCADO,AM20,1,0.717414188198745
2015-03-01T04:03:00Z,AUTOMERCADO,AM23,4,0.328357157763094
2015-03-01T04:03:00Z,AUTOMERCADO,AM3,4,0.575889201601967
2015-03-01T04:03:00Z,AUTOMERCADO,AM38,2,-0.207200890406966
2015-03-01T04:03:00Z,AUTOMERCADO,AM5,4,0.275281625334173
2015-03-01T04:03:00Z,AUTOMERCADO,AM7,3,0.359427815303206
2015-03-01T04:03:00Z,MASXMENOS,MXM12,3,-0.285944160694877
2015-03-01T04:03:00Z,MASXMENOS,MXM15,1,-0.780826549977064
2015-03-01T04:03:00Z,MASXMENOS,MXM18,3,0.219389377782742
2015-03-01T04:03:00Z,MASXMENOS,MXM21,1,0.718981832265854
2015-03-01T04:03:00Z,MASXMENOS,MXM24,1,0.752526472322643
2015-03-01T04:03:00Z,MASXMENOS,MXM36,3,-0.0926140667870641
2015-03-01T04:03:00Z,MASXMENOS,MXM4,2,0.23402734939009
2015-03-01T04:03:00Z,MASXMENOS,MXM46,4,-0.277881878195331
2015-03-01T04:03:00Z,MASXMENOS,MXM9,4,-0.227974956855178
2015-03-01T04:03:00Z,MEGASUPER,MEGASUPER13,2,-0.55280595831573
2015-03-01T04:03:00Z,MEGASUPER,MEGASUPER2,4,0.160884986398742
2015-03-01T04:03:00Z,MEGASUPER,MEGASUPER42,3,-0.456027118178705
2015-03-01T04:03:00Z,MEGASUPER,MEGASUPER62,4,0.0347456519957632
2015-03-01T04:03:00Z,MEGASUPER,MEGASUPER64,1,0.3053073938936
2015-03-01T04:03:00Z,PALI,PALI16,2,0.265304530505091
2015-03-01T04:03:00Z,PALI,PALI32,3,-0.076076819250981
2015-03-01T04:03:00Z,PALI,PALI54,6,0.330627265075843
2015-03-01T04:03:00Z,PALI,PALI6,3,0.163912476040423
2015-03-01T04:03:00Z,PALI,PALI66,4,0.0282617474440485
2015-03-01T04:03:00Z,VINDI,VINDI11,3,-0.257780714891851
2015-03-01T04:03:00Z,VINDI,VINDI17,1,0.588087045587599
2015-03-01T04:03:00Z,VINDI,VINDI40,1,0.263662368990481
2015-03-01T04:03:00Z,VINDI,VINDI60,1,-0.104005016386509
2015-03-01T04:03:00Z,VINDI,VINDI8,3,-0.188323775306344
2015-03-01T05:03:00Z,AUTOMERCADO,AM1,3,0.473439018242061
2015-03-01T05:03:00Z,AUTOMERCADO,AM10,1,0.850060623139143
2015-03-01T05:03:00Z,AUTOMERCADO,AM14,2,0.127476582303643
2015-03-01T05:03:00Z,AUTOMERCADO,AM20,2,0.930032382253557
2015-03-01T05:03:00Z,AUTOMERCADO,AM22,2,-0.774404835887253
2015-03-01T05:03:00Z,AUTOMERCADO,AM23,4,0.111241855658591
2015-03-01T05:03:00Z,AUTOMERCADO,AM3,3,-0.0482396464794874
2015-03-01T05:03:00Z,AUTOMERCADO,AM30,2,-0.247102591674775
2015-03-01T05:03:00Z,AUTOMERCADO,AM38,5,0.110843749530613
2015-03-01T05:03:00Z,AUTOMERCADO,AM5,1,-0.167851662263274
2015-03-01T05:03:00Z,AUTOMERCADO,AM7,2,-0.425579699221998
2015-03-01T05:03:00Z,MASXMENOS,MXM12,2,-0.353012201376259
2015-03-01T05:03:00Z,MASXMENOS,MXM15,4,-0.0916506177745759
2015-03-01T05:03:00Z,MASXMENOS,MXM18,2,0.064424957614392
2015-03-01T05:03:00Z,MASXMENOS,MXM21,3,-0.130330325725178
2015-03-01T05:03:00Z,MASXMENOS,MXM24,3,0.0655242723102371
2015-03-01T05:03:00Z,MASXMENOS,MXM36,4,-0.538101563695818
2015-03-01T05:03:00Z,MASXMENOS,MXM4,5,-0.200506790541112
2015-03-01T05:03:00Z,MASXMENOS,MXM46,5,-0.213854188658297
2015-03-01T05:03:00Z,MASXMENOS,MXM9,7,-0.105162642230945
2015-03-01T05:03:00Z,MEGASUPER,MEGASUPER13,1,-0.942520896904171
2015-03-01T05:03:00Z,MEGASUPER,MEGASUPER19,4,-0.498365452745929
2015-03-01T05:03:00Z,MEGASUPER,MEGASUPER2,3,-0.225981657703718
2015-03-01T05:03:00Z,MEGASUPER,MEGASUPER42,2,-0.163813281804323
2015-03-01T05:03:00Z,MEGASUPER,MEGASUPER50,6,0.170652481572082
2015-03-01T05:03:00Z,MEGASUPER,MEGASUPER62,1,-0.948701838962734
2015-03-01T05:03:00Z,PALI,PALI16,4,-0.359472927870229
2015-03-01T05:03:00Z,PALI,PALI32,3,-0.105051429010928
2015-03-01T05:03:00Z,PALI,PALI54,4,-0.0000646125990897417
2015-03-01T05:03:00Z,PALI,PALI6,6,0.17363239855816
2015-03-01T05:03:00Z,PALI,PALI66,1,0.821578671224415
2015-03-01T05:03:00Z,VINDI,VINDI11,4,-0.180559560190886
2015-03-01T05:03:00Z,VINDI,VINDI17,4,0.0845344357658178
2015-03-01T05:03:00Z,VINDI,VINDI40,5,-0.372035231441259
2015-03-01T05:03:00Z,VINDI,VINDI60,2,-0.57931943424046
2015-03-01T05:03:00Z,VINDI,VINDI70,1,0.601941668428481
2015-03-01T05:03:00Z,VINDI,VINDI8,1,-0.154716540127993
2015-03-01T06:03:00Z,AUTOMERCADO,AM10,3,-0.280035080698629
2015-03-01T06:03:00Z,AUTOMERCADO,AM14,2,-0.529367920476943
2015-03-01T06:03:00Z,AUTOMERCADO,AM20,2,-0.279941493179649
2015-03-01T06:03:00Z,AUTOMERCADO,AM22,1,0.700794080272317
2015-03-01T06:03:00Z,AUTOMERCADO,AM23,2,-0.276678460650146
2015-03-01T06:03:00Z,AUTOMERCADO,AM3,2,-0.265854121185839
2015-03-01T06:03:00Z,AUTOMERCADO,AM38,2,0.394512549042702
2015-03-01T06:03:00Z,AUTOMERCADO,AM5,3,0.0500304304684202
2015-03-01T06:03:00Z,MASXMENOS,MXM12,3,-0.365492703393102
2015-03-01T06:03:00Z,MASXMENOS,MXM15,1,-0.340010586194694
2015-03-01T06:03:00Z,MASXMENOS,MXM21,1,-0.406159641221166
2015-03-01T06:03:00Z,MASXMENOS,MXM36,2,0.114089231472462
2015-03-01T06:03:00Z,MASXMENOS,MXM46,3,-0.252206771634519
2015-03-01T06:03:00Z,MASXMENOS,MXM9,3,0.577026068543394
2015-03-01T06:03:00Z,MEGASUPER,MEGASUPER13,3,0.0344574383149544
2015-03-01T06:03:00Z,MEGASUPER,MEGASUPER19,2,0.467995105311275
2015-03-01T06:03:00Z,MEGASUPER,MEGASUPER42,1,-0.425515552982688
2015-03-01T06:03:00Z,MEGASUPER,MEGASUPER50,1,-0.97579022590071
2015-03-01T06:03:00Z,MEGASUPER,MEGASUPER62,2,0.0397990611381829
2015-03-01T06:03:00Z,MEGASUPER,MEGASUPER64,2,0.0583698791451752
2015-03-01T06:03:00Z,PALI,PALI16,2,0.967325559351593
2015-03-01T06:03:00Z,PALI,PALI54,1,0.906125006265938
2015-03-01T06:03:00Z,VINDI,VINDI17,4,-0.040319676976651
2015-03-01T06:03:00Z,VINDI,VINDI40,2,-0.55712373694405
2015-03-01T06:03:00Z,VINDI,VINDI60,4,-0.253190386574715
2015-03-01T06:03:00Z,VINDI,VINDI70,3,0.400564639208217
2015-03-01T06:03:00Z,VINDI,VINDI8,1,-0.126301367767155
2015-03-01T07:03:00Z,AUTOMERCADO,AM1,1,-0.614203367382288
2015-03-01T07:03:00Z,AUTOMERCADO,AM10,1,-0.86272631958127
2015-03-01T07:03:00Z,AUTOMERCADO,AM14,2,0.39238158473745
2015-03-01T07:03:00Z,AUTOMERCADO,AM20,1,-0.351146313361824
2015-03-01T07:03:00Z,AUTOMERCADO,AM23,3,0.528409029978017
2015-03-01T07:03:00Z,AUTOMERCADO,AM3,3,-0.202347508631647
2015-03-01T07:03:00Z,AUTOMERCADO,AM30,2,0.162745744921267
2015-03-01T07:03:00Z,AUTOMERCADO,AM38,1,0.151892666704953
2015-03-01T07:03:00Z,AUTOMERCADO,AM5,1,-0.494820675812662
2015-03-01T07:03:00Z,AUTOMERCADO,AM7,2,-0.0357650332152843
2015-03-01T07:03:00Z,MASXMENOS,MXM15,3,-0.0869125543783108
2015-03-01T07:03:00Z,MASXMENOS,MXM18,1,0.0412186337634921
2015-03-01T07:03:00Z,MASXMENOS,MXM21,1,0.72234776429832
2015-03-01T07:03:00Z,MASXMENOS,MXM24,4,0.167938668746501
2015-03-01T07:03:00Z,MASXMENOS,MXM36,2,0.536933045834303
2015-03-01T07:03:00Z,MASXMENOS,MXM4,3,-0.118442962256571
2015-03-01T07:03:00Z,MASXMENOS,MXM46,3,0.369568518052499
2015-03-01T07:03:00Z,MASXMENOS,MXM9,3,0.500629601068795
2015-03-01T07:03:00Z,MEGASUPER,MEGASUPER13,4,0.0494771369267255
2015-03-01T07:03:00Z,MEGASUPER,MEGASUPER19,1,0.517254778183997
2015-03-01T07:03:00Z,MEGASUPER,MEGASUPER2,2,0.42699126759544
2015-03-01T07:03:00Z,MEGASUPER,MEGASUPER42,1,0.668550372123718
2015-03-01T07:03:00Z,MEGASUPER,MEGASUPER50,7,-0.263185286628349
2015-03-01T07:03:00Z,MEGASUPER,MEGASUPER62,4,-0.382888171821833
2015-03-01T07:03:00Z,MEGASUPER,MEGASUPER64,3,0.124231374512116
2015-03-01T07:03:00Z,PALI,PALI16,2,0.340590736828744
2015-03-01T07:03:00Z,PALI,PALI32,3,-0.044520969192187
2015-03-01T07:03:00Z,PALI,PALI54,6,-0.163138955676307
2015-03-01T07:03:00Z,PALI,PALI6,1,-0.346001253463328
2015-03-01T07:03:00Z,PALI,PALI66,3,-0.436316762119532
2015-03-01T07:03:00Z,VINDI,VINDI11,1,-0.807331351563334
2015-03-01T07:03:00Z,VINDI,VINDI17,3,0.0753642066071431
2015-03-01T07:03:00Z,VINDI,VINDI40,1,0.910183538682759
2015-03-01T07:03:00Z,VINDI,VINDI60,3,-0.0969505760197838
2015-03-01T07:03:00Z,VINDI,VINDI70,2,-0.0547522511333227
2015-03-01T08:03:00Z,AUTOMERCADO,AM14,2,0.000665292143821716
2015-03-01T08:03:00Z,AUTOMERCADO,AM5,1,-0.549007455818355
2015-03-01T08:03:00Z,MASXMENOS,MXM12,1,0.664605343714356
2015-03-01T08:03:00Z,MASXMENOS,MXM15,1,0.371064571663737
2015-03-01T08:03:00Z,MASXMENOS,MXM18,2,-0.0235712542198598
2015-03-01T08:03:00Z,MASXMENOS,MXM21,1,0.0374813666567206
2015-03-01T08:03:00Z,MASXMENOS,MXM24,3,-0.420051479712129
2015-03-01T08:03:00Z,MASXMENOS,MXM4,1,-0.685698795132339
2015-03-01T08:03:00Z,MASXMENOS,MXM9,1,0.13093504216522
2015-03-01T08:03:00Z,MEGASUPER,MEGASUPER13,1,0.900956655852497
2015-03-01T08:03:00Z,MEGASUPER,MEGASUPER19,1,0.650543649680912
2015-03-01T08:03:00Z,MEGASUPER,MEGASUPER2,2,-0.0804030676372349
2015-03-01T08:03:00Z,MEGASUPER,MEGASUPER50,1,0.273218041285872
2015-03-01T08:03:00Z,PALI,PALI16,3,-0.491791490775843
2015-03-01T08:03:00Z,PALI,PALI32,1,-0.737094352953136
2015-03-01T08:03:00Z,PALI,PALI54,1,-0.681602854281664
2015-03-01T08:03:00Z,PALI,PALI6,3,0.233531426327924
2015-03-01T08:03:00Z,PALI,PALI66,1,0.539579429663718
2015-03-01T08:03:00Z,VINDI,VINDI11,3,0.488644444383681
2015-03-01T08:03:00Z,VINDI,VINDI17,1,0.0859942361712456
2015-03-01T08:03:00Z,VINDI,VINDI60,3,-0.266062039261063
2015-03-01T08:03:00Z,VINDI,VINDI8,2,-0.370436463039368
2015-03-01T09:03:00Z,AUTOMERCADO,AM10,1,0.127979127690196
2015-03-01T09:03:00Z,MASXMENOS,MXM21,1,0.215572941116989
2015-03-01T09:03:00Z,MASXMENOS,MXM36,1,0.780607424676418
2015-03-01T09:03:00Z,MASXMENOS,MXM4,2,0.26457705674693
2015-03-01T09:03:00Z,MASXMENOS,MXM9,1,0.0229042926803231
2015-03-01T09:03:00Z,MEGASUPER,MEGASUPER2,3,-0.614104649672906
2015-03-01T09:03:00Z,MEGASUPER,MEGASUPER42,1,-0.313885276205838
2015-03-01T09:03:00Z,PALI,PALI16,1,-0.1707804184407
2015-03-01T09:03:00Z,PALI,PALI54,2,0.357382136397064
2015-03-01T09:03:00Z,VINDI,VINDI11,1,0.560404550284147
2015-03-01T09:03:00Z,VINDI,VINDI70,2,0.695996826514602
2015-03-01T09:03:00Z,VINDI,VINDI8,3,0.0437589104597767
2015-03-01T10:03:00Z,AUTOMERCADO,AM1,2,0.370416630990803
2015-03-01T10:03:00Z,AUTOMERCADO,AM10,3,0.0966436869154374
2015-03-01T10:03:00Z,AUTOMERCADO,AM14,1,0.882713042199612
2015-03-01T10:03:00Z,AUTOMERCADO,AM20,3,0.396626068279147
2015-03-01T10:03:00Z,AUTOMERCADO,AM22,2,-0.0742468340322375
2015-03-01T10:03:00Z,AUTOMERCADO,AM3,3,-0.119605255002777
2015-03-01T10:03:00Z,AUTOMERCADO,AM30,5,0.00466125924140215
2015-03-01T10:03:00Z,AUTOMERCADO,AM5,5,-0.393472061119974
2015-03-01T10:03:00Z,AUTOMERCADO,AM7,2,0.161321360152215
2015-03-01T10:03:00Z,MASXMENOS,MXM12,1,-0.830706732347608
2015-03-01T10:03:00Z,MASXMENOS,MXM15,2,0.231463768985122
2015-03-01T10:03:00Z,MASXMENOS,MXM18,2,0.0675771227106452
2015-03-01T10:03:00Z,MASXMENOS,MXM21,3,0.0181691680724422
2015-03-01T10:03:00Z,MASXMENOS,MXM24,3,-0.569225409689049
2015-03-01T10:03:00Z,MASXMENOS,MXM36,2,0.709888798650354
2015-03-01T10:03:00Z,MASXMENOS,MXM4,1,0.276835236698389
2015-03-01T10:03:00Z,MASXMENOS,MXM46,3,0.6301940040042
2015-03-01T10:03:00Z,MEGASUPER,MEGASUPER13,2,0.659666385967284
2015-03-01T10:03:00Z,MEGASUPER,MEGASUPER19,1,-0.536259560845792
2015-03-01T10:03:00Z,MEGASUPER,MEGASUPER42,1,-0.56649611517787
2015-03-01T10:03:00Z,MEGASUPER,MEGASUPER50,3,-0.435058969072998
2015-03-01T10:03:00Z,MEGASUPER,MEGASUPER62,1,-0.630400446243584
2015-03-01T10:03:00Z,MEGASUPER,MEGASUPER64,2,-0.7996492437087
2015-03-01T10:03:00Z,PALI,PALI16,3,-0.473888237029314
2015-03-01T10:03:00Z,PALI,PALI32,2,0.115954761393368
2015-03-01T10:03:00Z,PALI,PALI54,3,0.317772105336189
2015-03-01T10:03:00Z,PALI,PALI6,1,-0.312714070081711
2015-03-01T10:03:00Z,VINDI,VINDI17,3,-0.155172568745911
2015-03-01T10:03:00Z,VINDI,VINDI40,2,-0.0210287240333855
2015-03-01T10:03:00Z,VINDI,VINDI60,3,0.475205902941525
2015-03-01T10:03:00Z,VINDI,VINDI70,3,-0.0947124610344569
2015-03-01T10:03:00Z,VINDI,VINDI8,3,0.128158792853355
2015-03-01T11:03:00Z,AUTOMERCADO,AM1,2,-0.751855071634054
2015-03-01T11:03:00Z,AUTOMERCADO,AM10,2,-0.0428971420042217
2015-03-01T11:03:00Z,AUTOMERCADO,AM14,4,-0.1375710319262
2015-03-01T11:03:00Z,AUTOMERCADO,AM20,3,-0.220009620922307
2015-03-01T11:03:00Z,AUTOMERCADO,AM30,2,-0.0726192761212587
2015-03-01T11:03:00Z,AUTOMERCADO,AM38,3,0.320341141273578
2015-03-01T11:03:00Z,AUTOMERCADO,AM5,2,-0.130317788571119
2015-03-01T11:03:00Z,AUTOMERCADO,AM7,2,-0.189588676206768
2015-03-01T11:03:00Z,MASXMENOS,MXM12,4,-0.106669895816594
2015-03-01T11:03:00Z,MASXMENOS,MXM18,3,-0.25965581368655
2015-03-01T11:03:00Z,MASXMENOS,MXM36,2,-0.216527253389359
2015-03-01T11:03:00Z,MASXMENOS,MXM4,2,0.124041610397398
2015-03-01T11:03:00Z,MASXMENOS,MXM46,3,0.648888975381851
2015-03-01T11:03:00Z,MEGASUPER,MEGASUPER13,2,-0.021791476290673
2015-03-01T11:03:00Z,MEGASUPER,MEGASUPER19,3,0.0367404455319047
2015-03-01T11:03:00Z,MEGASUPER,MEGASUPER42,1,0.223535999655724
2015-03-01T11:03:00Z,MEGASUPER,MEGASUPER50,2,-0.479380522388965
2015-03-01T11:03:00Z,MEGASUPER,MEGASUPER62,1,-0.509023656137288
2015-03-01T11:03:00Z,MEGASUPER,MEGASUPER64,5,-0.0502645535394549
2015-03-01T11:03:00Z,PALI,PALI16,2,-0.304416350554675
2015-03-01T11:03:00Z,PALI,PALI32,2,-0.261138974688947
2015-03-01T11:03:00Z,PALI,PALI54,1,-0.253006351180375
2015-03-01T11:03:00Z,PALI,PALI6,2,-0.267327236011624
2015-03-01T11:03:00Z,PALI,PALI66,3,-0.264118079716961
2015-03-01T11:03:00Z,VINDI,VINDI11,3,-0.660769482143223
2015-03-01T11:03:00Z,VINDI,VINDI40,7,0.170580052371536
2015-03-01T11:03:00Z,VINDI,VINDI60,1,0.691693443804979
2015-03-01T11:03:00Z,VINDI,VINDI70,1,0.660776191391051
2015-03-01T12:03:00Z,AUTOMERCADO,AM1,3,-0.0352054964751005
2015-03-01T12:03:00Z,AUTOMERCADO,AM10,2,-0.350966509897262
2015-03-01T12:03:00Z,AUTOMERCADO,AM20,3,-0.550620994530618
2015-03-01T12:03:00Z,AUTOMERCADO,AM22,3,0.0984926698729396
2015-03-01T12:03:00Z,AUTOMERCADO,AM23,1,-0.604315846227109
2015-03-01T12:03:00Z,AUTOMERCADO,AM30,3,0.309365097433329
2015-03-01T12:03:00Z,AUTOMERCADO,AM5,2,-0.059287432115525
2015-03-01T12:03:00Z,AUTOMERCADO,AM7,1,-0.19331896584481
2015-03-01T12:03:00Z,MASXMENOS,MXM12,1,-0.00173891149461269
2015-03-01T12:03:00Z,MASXMENOS,MXM15,2,-0.576280562207103
2015-03-01T12:03:00Z,MASXMENOS,MXM21,3,0.247271831147373
2015-03-01T12:03:00Z,MASXMENOS,MXM24,1,0.813260795548558
2015-03-01T12:03:00Z,MASXMENOS,MXM36,1,0.485946326516569
2015-03-01T12:03:00Z,MASXMENOS,MXM46,2,-0.414920531213284
2015-03-01T12:03:00Z,MASXMENOS,MXM9,1,-0.142448189668357
2015-03-01T12:03:00Z,MEGASUPER,MEGASUPER13,1,0.721729206852615
2015-03-01T12:03:00Z,MEGASUPER,MEGASUPER19,1,0.286707412451506
2015-03-01T12:03:00Z,MEGASUPER,MEGASUPER2,2,-0.2558883135207
2015-03-01T12:03:00Z,MEGASUPER,MEGASUPER42,1,-0.237315204925835
2015-03-01T12:03:00Z,MEGASUPER,MEGASUPER50,1,0.0642564790323377
2015-03-01T12:03:00Z,MEGASUPER,MEGASUPER62,1,-0.745069560594857
2015-03-01T12:03:00Z,MEGASUPER,MEGASUPER64,3,0.288800405027966
2015-03-01T12:03:00Z,PALI,PALI16,2,-0.585020361468196
2015-03-01T12:03:00Z,PALI,PALI32,1,0.0102800326421857
2015-03-01T12:03:00Z,PALI,PALI54,1,-0.0902621736750007
2015-03-01T12:03:00Z,PALI,PALI6,1,-0.868965087458491
